0.0	0
0.05	0
0.1	0
0.15	0
0.2	0
0.25	0
0.3	0
0.35	0
0.4	0
0.45	0
0.5	0
0.55	0
0.6	0
0.65	0
0.7	0
0.75	0.00149953302281
0.8	0.0745381867589
0.85	0.442697083284
0.9	0.967154689576
0.95	1.31133056227
1.0	1.43388431189
1.05	1.42642430506
1.1	1.35792444704
1.15	1.27809478593
1.2	1.20331825916
1.25	1.1381492792
1.3	1.07661207618
1.35	1.03040296104
1.4	0.992440702611
1.45	0.968611519812
1.5	0.944874718789
1.55	0.935641832326
1.6	0.929162806945
1.65	0.928091232398
1.7	0.93685989199
1.75	0.950469231543
1.8	0.963373104622
1.85	0.978179988968
1.9	0.991493592157
1.95	1.00076955237
2.0	1.00595290402
2.05	1.01125461415
2.1	1.01178901797
2.15	1.01048429331
2.2	1.00945921704
2.25	1.00483511074
2.3	1.00074930794
2.35	1.00049753254
2.4	0.994599504233
2.45	0.993381764572
2.5	0.990579461658
2.55	0.990181697734
2.6	0.991219381196
2.65	0.987671896337
2.7	0.989997704093
2.75	0.990347856773
2.8	0.992482829948
2.85	0.992693851792
2.9	0.994725705163
2.95	0.994912073893
3.0	0.99254715558
3.05	0.995798354341
3.1	0.994619275874
3.15	0.994850858894
3.2	0.994403616269
3.25	0.995548494564
3.3	0.995667455192
3.35	0.993006225203
3.4	0.993529367192
3.45	0.993923416449
3.5	0.993658519652
3.55	0.993280025352
3.6	0.991794471772
3.65	0.989873569433
3.7	0.960958457039
3.75	0.920971013108
3.8	0.883618091809
3.85	0.847560012183
3.9	0.809197471136
3.95	0.775577490429
4.0	0.741478313574
4.05	0.707731641316
4.1	0.675267506602
4.15	0.643361884596
4.2	0.61233984451
4.25	0.581358937189
4.3	0.551749340025
4.35	0.523320750052
4.4	0.493148768983
4.45	0.4665135056
4.5	0.439590011807
4.55	0.412841320706
4.6	0.388220463555
4.65	0.361293188667
4.7	0.337881993904
4.75	0.312748146929
4.8	0.288720885083
4.85	0.264996436823
4.9	0.242542178703
4.95	0.219842063131
5.0	0.197673847232
5.05	0.176785501305
5.1	0.155280971782
5.15	0.133916920403
5.2	0.115416414115
5.25	0.0994559649685
5.3	0.0862538226935
5.35	0.0750200907917
5.4	0.064893366227
5.45	0.056128820557
5.5	0.0483876743924
5.55	0.0415678700077
5.6	0.0353412658443
5.65	0.0296700874415
5.7	0.024648519878
5.75	0.0204608502825
5.8	0.0165893491503
5.85	0.0133539932635
5.9	0.0105716785864
5.95	0.00814137976543
6.0	0.00616675259552
6.05	0.0044040078154
6.1	0.00302667573818
6.15	0.00187229146357
6.2	0.00105249835583
6.25	0.000502061684915
6.3	0.00014459103521
6.35	6.58646242777e-06
6.4	0
6.45	0
6.5	0
6.55	0
6.6	0
6.65	0
6.7	0
6.75	0
6.8	0
6.85	0
6.9	0
6.95	0
7.0	0
7.05	0
7.1	0
7.15	0
7.2	0
7.25	0
7.3	0
